Index,Time,Speed [rpm],Setpoint [rpm],Dutty cycle [ms]
0,2019-07-05 11:48:24.034853,0,1800,1000
1,2019-07-05 11:48:24.582033,0,1800,1000
2,2019-07-05 11:48:24.757566,0,1800,1000
3,2019-07-05 11:48:24.937086,0,1800,1000
4,2019-07-05 11:48:25.116607,0,1800,1000
5,2019-07-05 11:48:25.294132,0,1800,1000
6,2019-07-05 11:48:25.476644,0,1800,1000
7,2019-07-05 11:48:25.660853,0,1800,1000
8,2019-07-05 11:48:25.836386,0,1800,1000
9,2019-07-05 11:48:26.020403,0,1800,1000
10,2019-07-05 11:48:26.203913,0,1800,1000
11,2019-07-05 11:48:26.386426,0,1800,1000
12,2019-07-05 11:48:26.572927,0,1800,1000
13,2019-07-05 11:48:26.767407,0,1800,1000
14,2019-07-05 11:48:26.965878,0,1800,1000
15,2019-07-05 11:48:27.180307,0,1800,1000
16,2019-07-05 11:48:27.381475,0,1800,1000
17,2019-07-05 11:48:27.564602,0,1800,1000
18,2019-07-05 11:48:27.760080,0,1800,1000
19,2019-07-05 11:48:27.945585,0,1800,1000
20,2019-07-05 11:48:28.152033,0,1800,1000
21,2019-07-05 11:48:28.335548,0,1800,1000
22,2019-07-05 11:48:28.539001,0,1800,1008
23,2019-07-05 11:48:28.723508,0,1800,1026
24,2019-07-05 11:48:28.914997,0,1800,1062
25,2019-07-05 11:48:29.106997,9375,1800,1098
26,2019-07-05 11:48:29.289508,930,1800,1000
27,2019-07-05 11:48:29.467057,789,1800,1000
28,2019-07-05 11:48:29.666502,692,1800,1002
29,2019-07-05 11:48:29.846023,590,1800,1036
30,2019-07-05 11:48:30.035144,536,1800,1054
31,2019-07-05 11:48:30.241593,760,1800,1000
32,2019-07-05 11:48:30.427334,675,1800,1014
33,2019-07-05 11:48:30.610842,573,1800,1047
34,2019-07-05 11:48:30.797345,519,1800,1083
35,2019-07-05 11:48:30.999805,697,1800,1000
36,2019-07-05 11:48:31.188300,629,1800,1029
37,2019-07-05 11:48:31.372808,522,1800,1064
38,2019-07-05 11:48:31.555906,10344,1800,1096
39,2019-07-05 11:48:31.759997,892,1800,1073
40,2019-07-05 11:48:31.965046,998,1800,1081
41,2019-07-05 11:48:32.141155,1079,1800,1085
42,2019-07-05 11:48:32.315689,1158,1800,1086
43,2019-07-05 11:48:32.492217,1237,1800,1090
44,2019-07-05 11:48:32.670741,1314,1800,1093
45,2019-07-05 11:48:32.852256,1363,1800,1096
46,2019-07-05 11:48:33.032773,1411,1800,1097
47,2019-07-05 11:48:33.217849,1459,1800,1099
48,2019-07-05 11:48:33.399211,1505,1800,1101
49,2019-07-05 11:48:33.580786,1534,1800,1103
50,2019-07-05 11:48:33.768285,1560,1800,1104
51,2019-07-05 11:48:33.947806,1585,1800,1106
52,2019-07-05 11:48:34.125331,1602,1800,1107
53,2019-07-05 11:48:34.306847,1630,1800,1109
54,2019-07-05 11:48:34.491354,1657,1800,1109
55,2019-07-05 11:48:34.676454,1673,1800,1110
56,2019-07-05 11:48:34.857968,1687,1800,1110
57,2019-07-05 11:48:35.034217,1709,1800,1110
58,2019-07-05 11:48:35.219237,1714,1800,1110
59,2019-07-05 11:48:35.408731,1726,1800,1111
60,2019-07-05 11:48:35.588252,1726,1800,1111
61,2019-07-05 11:48:35.765777,1736,1800,1112
62,2019-07-05 11:48:35.950285,1749,1800,1112
63,2019-07-05 11:48:36.135790,1756,1800,1112
64,2019-07-05 11:48:36.316955,1762,1800,1111
65,2019-07-05 11:48:36.495019,1759,1800,1113
