Index,Time,Speed [rpm],Setpoint [rpm],Dutty cycle [ms]
0,2019-07-05 12:11:10.709874,0,1800,1000
1,2019-07-05 12:11:11.263393,0,1800,1000
2,2019-07-05 12:11:11.444472,0,1800,1000
3,2019-07-05 12:11:11.626546,0,1800,1000
4,2019-07-05 12:11:11.800080,0,1800,1000
5,2019-07-05 12:11:11.998550,0,1800,1000
6,2019-07-05 12:11:12.198016,0,1800,1000
7,2019-07-05 12:11:12.390502,0,1800,1000
8,2019-07-05 12:11:12.577004,0,1800,1000
9,2019-07-05 12:11:12.771102,0,1800,1000
10,2019-07-05 12:11:12.967576,0,1800,1000
11,2019-07-05 12:11:13.166814,0,1800,1000
12,2019-07-05 12:11:13.361295,0,1800,1000
13,2019-07-05 12:11:13.544803,0,1800,1000
14,2019-07-05 12:11:13.725320,0,1800,1000
15,2019-07-05 12:11:14.861369,0,1800,1000
16,2019-07-05 12:11:15.046874,0,1800,1000
17,2019-07-05 12:11:15.233375,0,1800,1008
18,2019-07-05 12:11:15.410900,0,1800,1026
19,2019-07-05 12:11:15.593412,0,1800,1062
20,2019-07-05 12:11:15.778916,120,1800,1098
21,2019-07-05 12:11:15.960261,1041,1800,1000
22,2019-07-05 12:11:16.147759,935,1800,1000
23,2019-07-05 12:11:16.327279,841,1800,1000
24,2019-07-05 12:11:16.505802,744,1800,1000
25,2019-07-05 12:11:16.689311,643,1800,1000
26,2019-07-05 12:11:16.879802,536,1800,1000
27,2019-07-05 12:11:17.071289,479,1800,1000
28,2019-07-05 12:11:17.263774,418,1800,1000
29,2019-07-05 12:11:17.446287,351,1800,1000
30,2019-07-05 12:11:17.629795,271,1800,1000
31,2019-07-05 12:11:17.812307,271,1800,1000
32,2019-07-05 12:11:17.990396,159,1800,1000
33,2019-07-05 12:11:18.179036,159,1800,1000
34,2019-07-05 12:11:18.369528,159,1800,1000
35,2019-07-05 12:11:18.546566,159,1800,1000
36,2019-07-05 12:11:18.735063,159,1800,1000
37,2019-07-05 12:11:18.923104,159,1800,1000
38,2019-07-05 12:11:19.113308,159,1800,1000
39,2019-07-05 12:11:19.301367,159,1800,1000
40,2019-07-05 12:11:19.493462,159,1800,1000
41,2019-07-05 12:11:19.673088,159,1800,1000
42,2019-07-05 12:11:19.851610,159,1800,1000
43,2019-07-05 12:11:20.027142,159,1800,1000
44,2019-07-05 12:11:20.209653,159,1800,1000
45,2019-07-05 12:11:20.387179,159,1800,1000
46,2019-07-05 12:11:20.563380,159,1800,1000
47,2019-07-05 12:11:20.741903,159,1800,1000
48,2019-07-05 12:11:20.919428,159,1800,1000
49,2019-07-05 12:11:21.093960,159,1800,1000
50,2019-07-05 12:11:21.270490,159,1800,1000
51,2019-07-05 12:11:21.450009,159,1800,1000
52,2019-07-05 12:11:21.626537,159,1800,1000
53,2019-07-05 12:11:21.811044,159,1800,1000
54,2019-07-05 12:11:21.981586,159,1800,1000
55,2019-07-05 12:11:22.158115,159,1800,1000
56,2019-07-05 12:11:22.342622,159,1800,1000
57,2019-07-05 12:11:22.527128,159,1800,1000
58,2019-07-05 12:11:22.708643,159,1800,1000
59,2019-07-05 12:11:22.895145,159,1800,1000
