Index,Time,Speed [rpm],Setpoint [rpm],Dutty cycle [ms]
0,2019-07-05 12:20:27.215918,0,1800,1000
1,2019-07-05 12:20:27.753088,0,1800,1000
2,2019-07-05 12:20:27.926258,0,1800,1000
3,2019-07-05 12:20:28.099336,0,1800,1000
4,2019-07-05 12:20:28.282457,0,1800,1000
5,2019-07-05 12:20:28.468957,0,1800,1000
6,2019-07-05 12:20:28.650471,0,1800,1000
7,2019-07-05 12:20:28.827997,0,1800,1000
8,2019-07-05 12:20:29.003528,0,1800,1000
9,2019-07-05 12:20:29.188033,0,1800,1000
10,2019-07-05 12:20:29.377526,0,1800,1000
11,2019-07-05 12:20:29.564028,0,1800,1000
12,2019-07-05 12:20:29.738561,0,1800,1000
13,2019-07-05 12:20:29.916087,0,1800,1000
14,2019-07-05 12:20:30.104582,0,1800,1000
15,2019-07-05 12:20:30.287095,0,1800,1000
16,2019-07-05 12:20:30.460630,0,1800,1000
17,2019-07-05 12:20:30.638156,0,1800,1000
18,2019-07-05 12:20:30.830641,0,1800,1000
19,2019-07-05 12:20:31.024122,0,1800,1000
20,2019-07-05 12:20:31.208629,0,1800,1000
21,2019-07-05 12:20:31.396128,0,1800,1000
22,2019-07-05 12:20:31.582630,0,1800,1000
23,2019-07-05 12:20:31.765141,0,1800,1008
24,2019-07-05 12:20:31.942667,0,1800,1044
25,2019-07-05 12:20:32.129167,0,1800,1080
26,2019-07-05 12:20:32.313674,515,1800,1084
27,2019-07-05 12:20:32.491199,920,1800,1032
28,2019-07-05 12:20:32.670720,820,1800,1050
29,2019-07-05 12:20:32.856223,963,1800,1068
30,2019-07-05 12:20:33.041727,1005,1800,1072
31,2019-07-05 12:20:33.221247,1056,1800,1082
32,2019-07-05 12:20:33.403759,1131,1800,1084
33,2019-07-05 12:20:33.599829,1223,1800,1090
34,2019-07-05 12:20:33.807274,1315,1800,1089
35,2019-07-05 12:20:33.988788,1365,1800,1093
36,2019-07-05 12:20:34.177284,1410,1800,1096
37,2019-07-05 12:20:34.356806,1452,1800,1099
38,2019-07-05 12:20:34.539979,1496,1800,1101
39,2019-07-05 12:20:34.719498,1520,1800,1103
40,2019-07-05 12:20:34.905003,1558,1800,1103
41,2019-07-05 12:20:35.082528,1593,1800,1104
42,2019-07-05 12:20:35.253070,1619,1800,1105
43,2019-07-05 12:20:35.425609,1632,1800,1106
44,2019-07-05 12:20:35.602138,1664,1800,1106
45,2019-07-05 12:20:35.780660,1666,1800,1107
46,2019-07-05 12:20:35.959183,1680,1800,1109
47,2019-07-05 12:20:36.133276,1704,1800,1109
48,2019-07-05 12:20:36.316213,1716,1800,1109
49,2019-07-05 12:20:36.497727,1724,1800,1109
50,2019-07-05 12:20:36.683029,1721,1800,1110
51,2019-07-05 12:20:36.877498,1719,1800,1112
52,2019-07-05 12:20:37.069982,1724,1800,1114
53,2019-07-05 12:20:37.263465,1729,1800,1115
54,2019-07-05 12:20:37.436003,1734,1800,1115
55,2019-07-05 12:20:37.611534,1741,1800,1116
56,2019-07-05 12:20:37.794045,1756,1800,1115
57,2019-07-05 12:20:37.970573,1764,1800,1115
58,2019-07-05 12:20:38.151091,1772,1800,1115
59,2019-07-05 12:20:38.332606,1772,1800,1115
60,2019-07-05 12:20:38.513123,1775,1800,1115
61,2019-07-05 12:20:38.695227,1775,1800,1115
62,2019-07-05 12:20:38.878738,1783,1800,1115
63,2019-07-05 12:20:39.056262,1780,1800,1115
64,2019-07-05 12:20:39.235782,1783,1800,1116
65,2019-07-05 12:20:39.417297,1785,1800,1116
66,2019-07-05 12:20:39.599808,1793,1800,1116
67,2019-07-05 12:20:39.783318,1801,1800,1114
68,2019-07-05 12:20:39.965830,1801,1800,1114
69,2019-07-05 12:20:40.148344,1793,1800,1115
70,2019-07-05 12:20:40.329856,1793,1800,1115
71,2019-07-05 12:20:40.510374,1793,1800,1115
72,2019-07-05 12:20:40.693444,1783,1800,1117
73,2019-07-05 12:20:40.880942,1788,1800,1116
74,2019-07-05 12:20:41.064451,1793,1800,1116
75,2019-07-05 12:20:41.242068,1793,1800,1116
76,2019-07-05 12:20:41.420108,1799,1800,1116
77,2019-07-05 12:20:41.601623,1796,1800,1116
78,2019-07-05 12:20:41.793111,1785,1800,1117
79,2019-07-05 12:20:41.995147,1796,1800,1117
80,2019-07-05 12:20:42.199231,1791,1800,1116
81,2019-07-05 12:20:42.384338,1799,1800,1117
82,2019-07-05 12:20:42.563857,1801,1800,1116
83,2019-07-05 12:20:42.737179,1793,1800,1117
84,2019-07-05 12:20:42.917696,1799,1800,1116
85,2019-07-05 12:20:43.094224,1796,1800,1116
86,2019-07-05 12:20:43.271308,1804,1800,1116
87,2019-07-05 12:20:43.447454,1799,1800,1116
