Index,Time,Speed [rpm],Setpoint [rpm],Dutty cycle [ms]
0,2019-07-05 12:13:01.053202,0,1800,1000
1,2019-07-05 12:13:01.613243,0,1800,1000
2,2019-07-05 12:13:01.784785,0,1800,1000
3,2019-07-05 12:13:01.962310,0,1800,1000
4,2019-07-05 12:13:02.143337,0,1800,1000
5,2019-07-05 12:13:02.330836,0,1800,1000
6,2019-07-05 12:13:02.514344,0,1800,1000
7,2019-07-05 12:13:02.703758,0,1800,1000
8,2019-07-05 12:13:02.881283,0,1800,1000
9,2019-07-05 12:13:03.069779,0,1800,1000
10,2019-07-05 12:13:03.256279,0,1800,1000
11,2019-07-05 12:13:03.441783,0,1800,1000
12,2019-07-05 12:13:03.627289,0,1800,1000
13,2019-07-05 12:13:03.818776,0,1800,1000
14,2019-07-05 12:13:04.020237,0,1800,1000
15,2019-07-05 12:13:04.221700,0,1800,1000
16,2019-07-05 12:13:04.409196,0,1800,1000
17,2019-07-05 12:13:04.594700,0,1800,1000
18,2019-07-05 12:13:04.806136,0,1800,1000
19,2019-07-05 12:13:05.031532,0,1800,1000
20,2019-07-05 12:13:05.223020,0,1800,1000
21,2019-07-05 12:13:05.412513,0,1800,1000
22,2019-07-05 12:13:05.605995,0,1800,1008
23,2019-07-05 12:13:05.788268,0,1800,1044
24,2019-07-05 12:13:05.975766,0,1800,1080
25,2019-07-05 12:13:06.163265,120,1800,1102
26,2019-07-05 12:13:06.345777,1037,1800,1030
27,2019-07-05 12:13:06.536266,949,1800,1039
28,2019-07-05 12:13:06.726759,849,1800,1072
29,2019-07-05 12:13:06.921461,1037,1800,1073
30,2019-07-05 12:13:07.116937,1089,1800,1081
31,2019-07-05 12:13:07.314408,1170,1800,1087
32,2019-07-05 12:13:07.502905,1244,1800,1091
33,2019-07-05 12:13:07.702372,1311,1800,1094
34,2019-07-05 12:13:07.894857,1365,1800,1098
35,2019-07-05 12:13:08.086346,1435,1800,1099
36,2019-07-05 12:13:08.274841,1476,1800,1100
37,2019-07-05 12:13:08.464333,1518,1800,1102
38,2019-07-05 12:13:08.647843,1552,1800,1103
39,2019-07-05 12:13:08.837336,1587,1800,1104
40,2019-07-05 12:13:09.024835,1610,1800,1105
41,2019-07-05 12:13:09.207346,1628,1800,1107
42,2019-07-05 12:13:09.391853,1639,1800,1109
43,2019-07-05 12:13:09.573368,1652,1800,1110
44,2019-07-05 12:13:09.756879,1671,1800,1111
45,2019-07-05 12:13:09.935400,1690,1800,1111
46,2019-07-05 12:13:10.117911,1704,1800,1111
47,2019-07-05 12:13:10.303415,1721,1800,1111
48,2019-07-05 12:13:10.484501,1734,1800,1111
49,2019-07-05 12:13:10.672510,1741,1800,1111
50,2019-07-05 12:13:10.857016,1741,1800,1113
51,2019-07-05 12:13:11.039528,1734,1800,1114
52,2019-07-05 12:13:11.226622,1734,1800,1115
53,2019-07-05 12:13:11.407718,1736,1800,1116
54,2019-07-05 12:13:11.586241,1751,1800,1116
55,2019-07-05 12:13:11.769750,1756,1800,1116
56,2019-07-05 12:13:11.957248,1759,1800,1117
57,2019-07-05 12:13:12.140758,1772,1800,1116
58,2019-07-05 12:13:12.321788,1775,1800,1116
59,2019-07-05 12:13:12.506293,1783,1800,1116
60,2019-07-05 12:13:12.691796,1772,1800,1117
61,2019-07-05 12:13:12.912206,1777,1800,1118
62,2019-07-05 12:13:13.095715,1783,1800,1117
63,2019-07-05 12:13:13.278229,1785,1800,1117
64,2019-07-05 12:13:13.460740,1788,1800,1117
65,2019-07-05 12:13:13.646244,1785,1800,1118
66,2019-07-05 12:13:13.830750,1799,1800,1117
67,2019-07-05 12:13:14.013262,1796,1800,1116
68,2019-07-05 12:13:14.191784,1793,1800,1117
69,2019-07-05 12:13:14.376293,1807,1800,1116
70,2019-07-05 12:13:14.573764,1793,1800,1117
71,2019-07-05 12:13:14.761261,1804,1800,1116
72,2019-07-05 12:13:14.943334,1801,1800,1116
73,2019-07-05 12:13:15.128838,1793,1800,1117
74,2019-07-05 12:13:15.313344,1791,1800,1118
75,2019-07-05 12:13:15.499845,1796,1800,1117
76,2019-07-05 12:13:15.688341,1788,1800,1117
77,2019-07-05 12:13:15.870854,1788,1800,1118
78,2019-07-05 12:13:16.056358,1799,1800,1117
79,2019-07-05 12:13:16.238868,1799,1800,1118
80,2019-07-05 12:13:16.420390,1801,1800,1117
81,2019-07-05 12:13:16.602895,1796,1800,1117
82,2019-07-05 12:13:16.782042,1793,1800,1118
83,2019-07-05 12:13:16.980064,1804,1800,1117
84,2019-07-05 12:13:17.172487,1791,1800,1118
85,2019-07-05 12:13:17.356460,1801,1800,1117
86,2019-07-05 12:13:17.538550,1799,1800,1117
87,2019-07-05 12:13:17.722070,1791,1800,1118
88,2019-07-05 12:13:17.907564,1804,1800,1117
89,2019-07-05 12:13:18.092069,1801,1800,1117
90,2019-07-05 12:13:18.279568,1799,1800,1118
91,2019-07-05 12:13:18.462080,1799,1800,1118
92,2019-07-05 12:13:18.643596,1799,1800,1118
93,2019-07-05 12:13:18.826108,1791,1800,1118
94,2019-07-05 12:13:19.009617,1801,1800,1118
95,2019-07-05 12:13:19.190132,1807,1800,1117
96,2019-07-05 12:13:19.371185,1796,1800,1118
97,2019-07-05 12:13:19.550074,1793,1800,1119
98,2019-07-05 12:13:19.732780,1791,1800,1118
99,2019-07-05 12:13:19.908904,1799,1800,1118
100,2019-07-05 12:13:20.095407,1796,1800,1118
101,2019-07-05 12:13:20.283903,1801,1800,1118
102,2019-07-05 12:13:20.467086,1804,1800,1117
103,2019-07-05 12:13:20.649599,1804,1800,1118
104,2019-07-05 12:13:20.834613,1796,1800,1117
105,2019-07-05 12:13:21.023112,1796,1800,1118
106,2019-07-05 12:13:21.209610,1801,1800,1117
107,2019-07-05 12:13:21.396113,1801,1800,1117
108,2019-07-05 12:13:21.582614,1793,1800,1118
109,2019-07-05 12:13:21.760139,1804,1800,1117
110,2019-07-05 12:13:21.945791,1793,1800,1118
111,2019-07-05 12:13:22.131428,1799,1800,1118
112,2019-07-05 12:13:22.312943,1807,1800,1117
113,2019-07-05 12:13:22.502437,1793,1800,1118
114,2019-07-05 12:13:22.688939,1793,1800,1119
115,2019-07-05 12:13:22.874442,1799,1800,1118
116,2019-07-05 12:13:23.058948,1796,1800,1118
117,2019-07-05 12:13:23.248125,1796,1800,1118
118,2019-07-05 12:13:23.433628,1785,1800,1119
119,2019-07-05 12:13:23.618135,1799,1800,1119
120,2019-07-05 12:13:23.807226,1815,1800,1117
