Index,Time,Speed [rpm],Setpoint [rpm],Dutty cycle [ms]
0,2019-07-05 12:15:51.363027,0,1800,1000
1,2019-07-05 12:15:51.961425,0,1800,1000
2,2019-07-05 12:15:52.146932,0,1800,1000
3,2019-07-05 12:15:52.332433,0,1800,1000
4,2019-07-05 12:15:52.531899,0,1800,1000
5,2019-07-05 12:15:52.713415,0,1800,1000
6,2019-07-05 12:15:52.912418,0,1800,1000
7,2019-07-05 12:15:53.123535,0,1800,1000
8,2019-07-05 12:15:53.316020,0,1800,1000
9,2019-07-05 12:15:53.506125,0,1800,1000
10,2019-07-05 12:15:53.684648,0,1800,1000
11,2019-07-05 12:15:53.887618,0,1800,1000
12,2019-07-05 12:15:54.065144,0,1800,1000
13,2019-07-05 12:15:54.246658,0,1800,1000
14,2019-07-05 12:15:54.446124,0,1800,1000
15,2019-07-05 12:15:54.627639,0,1800,1000
16,2019-07-05 12:15:54.811316,0,1800,1000
17,2019-07-05 12:15:54.989840,0,1800,1000
18,2019-07-05 12:15:55.189306,0,1800,1000
19,2019-07-05 12:15:55.374154,0,1800,1000
20,2019-07-05 12:15:55.555668,0,1800,1000
21,2019-07-05 12:15:55.746159,0,1800,1000
22,2019-07-05 12:15:55.935652,0,1800,1008
23,2019-07-05 12:15:56.125145,0,1800,1044
24,2019-07-05 12:15:56.304288,0,1800,1080
25,2019-07-05 12:15:56.486800,120,1800,1102
26,2019-07-05 12:15:56.672305,1040,1800,1026
27,2019-07-05 12:15:56.858805,920,1800,1042
28,2019-07-05 12:15:57.061264,883,1800,1074
29,2019-07-05 12:15:57.256741,1057,1800,1073
30,2019-07-05 12:15:57.448230,1096,1800,1080
31,2019-07-05 12:15:57.638720,1168,1800,1000
32,2019-07-05 12:15:57.826218,1033,1800,1000
33,2019-07-05 12:15:58.016709,892,1800,1000
34,2019-07-05 12:15:58.206202,797,1800,1000
35,2019-07-05 12:15:58.389490,698,1800,1000
36,2019-07-05 12:15:58.576405,594,1800,1000
37,2019-07-05 12:15:58.759914,482,1800,1000
38,2019-07-05 12:15:58.948411,421,1800,1000
39,2019-07-05 12:15:59.130922,353,1800,1000
40,2019-07-05 12:15:59.321414,274,1800,1000
41,2019-07-05 12:15:59.505919,274,1800,1000
42,2019-07-05 12:15:59.692422,164,1800,1000
43,2019-07-05 12:15:59.871940,164,1800,1000
44,2019-07-05 12:16:00.053306,164,1800,1000
45,2019-07-05 12:16:00.233823,164,1800,1000
46,2019-07-05 12:16:00.415546,164,1800,1000
47,2019-07-05 12:16:00.602142,164,1800,1000
48,2019-07-05 12:16:00.784559,164,1800,1000
49,2019-07-05 12:16:00.964079,164,1800,1000
50,2019-07-05 12:16:01.144596,164,1800,1000
51,2019-07-05 12:16:01.324116,164,1800,1000
52,2019-07-05 12:16:01.513611,164,1800,1000
53,2019-07-05 12:16:01.693130,164,1800,1000
54,2019-07-05 12:16:01.869657,164,1800,1000
55,2019-07-05 12:16:02.052169,164,1800,1000
56,2019-07-05 12:16:02.231326,164,1800,1000
57,2019-07-05 12:16:02.412842,164,1800,1000
58,2019-07-05 12:16:02.598346,164,1800,1000
59,2019-07-05 12:16:02.775871,164,1800,1000
60,2019-07-05 12:16:02.961375,164,1800,1000
61,2019-07-05 12:16:03.142890,164,1800,1000
62,2019-07-05 12:16:03.326400,164,1800,1000
63,2019-07-05 12:16:03.507916,164,1800,1000
64,2019-07-05 12:16:03.687989,164,1800,1000
65,2019-07-05 12:16:03.877225,164,1800,1000
66,2019-07-05 12:16:04.067716,164,1800,1000
67,2019-07-05 12:16:04.254216,164,1800,1000
68,2019-07-05 12:16:04.442713,164,1800,1000
69,2019-07-05 12:16:04.631208,164,1800,1000
70,2019-07-05 12:16:04.845636,164,1800,1000
71,2019-07-05 12:16:05.047097,164,1800,1000
72,2019-07-05 12:16:05.238581,164,1800,1000
73,2019-07-05 12:16:05.421092,164,1800,1000
74,2019-07-05 12:16:05.608274,164,1800,1000
75,2019-07-05 12:16:05.789790,164,1800,1000
76,2019-07-05 12:16:05.976290,164,1800,1000
77,2019-07-05 12:16:06.157806,164,1800,1000
78,2019-07-05 12:16:06.344427,164,1800,1000
79,2019-07-05 12:16:06.548880,164,1800,1000
80,2019-07-05 12:16:06.753336,164,1800,1000
81,2019-07-05 12:16:06.956791,164,1800,1000
82,2019-07-05 12:16:07.153265,164,1800,1000
83,2019-07-05 12:16:07.338997,164,1800,1000
84,2019-07-05 12:16:07.528082,164,1800,1012
85,2019-07-05 12:16:07.713138,164,1800,1045
86,2019-07-05 12:16:07.894932,164,1800,1078
87,2019-07-05 12:16:08.074984,7,1800,1128
88,2019-07-05 12:16:08.254252,1098,1800,1054
89,2019-07-05 12:16:08.434857,1016,1800,1046
90,2019-07-05 12:16:08.620874,942,1800,1077
91,2019-07-05 12:16:08.807946,1061,1800,1080
92,2019-07-05 12:16:08.984475,1118,1800,1086
93,2019-07-05 12:16:09.171972,1203,1800,1090
94,2019-07-05 12:16:09.350496,1263,1800,1093
95,2019-07-05 12:16:09.537995,1330,1800,1097
96,2019-07-05 12:16:09.719510,1377,1800,1099
97,2019-07-05 12:16:09.905012,1442,1800,1100
98,2019-07-05 12:16:10.105477,1481,1800,1103
99,2019-07-05 12:16:10.308933,1513,1800,1106
100,2019-07-05 12:16:10.501417,1552,1800,1106
101,2019-07-05 12:16:10.682016,1585,1800,1107
102,2019-07-05 12:16:10.866442,1610,1800,1109
103,2019-07-05 12:16:11.052942,1623,1800,1110
104,2019-07-05 12:16:11.241439,1643,1800,1111
105,2019-07-05 12:16:11.420959,1671,1800,1111
106,2019-07-05 12:16:11.605976,1685,1800,1112
107,2019-07-05 12:16:11.792986,1709,1800,1112
108,2019-07-05 12:16:11.978488,1719,1800,1112
109,2019-07-05 12:16:12.165988,1711,1800,1000
110,2019-07-05 12:16:12.350493,1459,1800,1000
111,2019-07-05 12:16:12.540985,1267,1800,1000
112,2019-07-05 12:16:12.726673,1079,1800,1000
