Index,Time,Speed [rpm],Setpoint [rpm],Dutty cycle [ms]
0,2019-07-05 12:05:39.086307,0,1800,1000
1,2019-07-05 12:05:39.627857,0,1800,1000
2,2019-07-05 12:05:39.797405,0,1800,1000
3,2019-07-05 12:05:39.976924,0,1800,1000
4,2019-07-05 12:05:40.161430,0,1800,1000
5,2019-07-05 12:05:40.338956,0,1800,1000
6,2019-07-05 12:05:40.515485,0,1800,1000
7,2019-07-05 12:05:40.689021,0,1800,1000
8,2019-07-05 12:05:40.868626,0,1800,1000
9,2019-07-05 12:05:41.046151,0,1800,1000
10,2019-07-05 12:05:41.228663,0,1800,1000
11,2019-07-05 12:05:41.409180,0,1800,1000
12,2019-07-05 12:05:41.591239,0,1800,1000
13,2019-07-05 12:05:41.772752,0,1800,1000
14,2019-07-05 12:05:41.953271,0,1800,1000
15,2019-07-05 12:05:42.132791,0,1800,1000
16,2019-07-05 12:05:42.310025,0,1800,1000
17,2019-07-05 12:05:42.489543,0,1800,1000
18,2019-07-05 12:05:42.664077,0,1800,1000
19,2019-07-05 12:05:42.840604,0,1800,1000
20,2019-07-05 12:05:43.024113,0,1800,1000
21,2019-07-05 12:05:43.214154,0,1800,1000
22,2019-07-05 12:05:43.394241,0,1800,1000
23,2019-07-05 12:05:43.578855,0,1800,1000
24,2019-07-05 12:05:43.762948,0,1800,1026
25,2019-07-05 12:05:43.945459,0,1800,1062
26,2019-07-05 12:05:44.127972,0,1800,1098
27,2019-07-05 12:05:44.309486,120,1800,1119
28,2019-07-05 12:05:44.484855,120,1800,1136
29,2019-07-05 12:05:44.672353,120,1800,1170
30,2019-07-05 12:05:44.862845,120,1800,1200
31,2019-07-05 12:05:45.049345,120,1800,1200
32,2019-07-05 12:05:45.248812,120,1800,1200
33,2019-07-05 12:05:45.443292,120,1800,1200
34,2019-07-05 12:05:45.644753,120,1800,1200
35,2019-07-05 12:05:45.824855,120,1800,1200
36,2019-07-05 12:05:46.009361,120,1800,1200
37,2019-07-05 12:05:46.194864,120,1800,1200
38,2019-07-05 12:05:46.374383,120,1800,1200
39,2019-07-05 12:05:46.556425,120,1800,1200
40,2019-07-05 12:05:46.742033,120,1800,1200
41,2019-07-05 12:05:46.934416,120,1800,1200
42,2019-07-05 12:05:47.126900,120,1800,1200
43,2019-07-05 12:05:47.305423,120,1800,1200
44,2019-07-05 12:05:47.484943,120,1800,1200
45,2019-07-05 12:05:47.660475,120,1800,1200
46,2019-07-05 12:05:47.841522,120,1800,1200
47,2019-07-05 12:05:48.020043,120,1800,1200
48,2019-07-05 12:05:48.195142,120,1800,1200
49,2019-07-05 12:05:48.367681,120,1800,1200
50,2019-07-05 12:05:48.551189,120,1800,1200
51,2019-07-05 12:05:48.736623,120,1800,1200
52,2019-07-05 12:05:48.913152,120,1800,1200
53,2019-07-05 12:05:49.095665,120,1800,1200
54,2019-07-05 12:05:49.274186,120,1800,1200
55,2019-07-05 12:05:49.452261,120,1800,1200
56,2019-07-05 12:05:49.628790,120,1800,1200
57,2019-07-05 12:05:49.805318,120,1800,1200
58,2019-07-05 12:05:49.984837,120,1800,1200
59,2019-07-05 12:05:50.163363,120,1800,1200
60,2019-07-05 12:05:50.347866,120,1800,1200
61,2019-07-05 12:05:50.525392,120,1800,1200
62,2019-07-05 12:05:50.707904,120,1800,1200
63,2019-07-05 12:05:50.889418,120,1800,1200
64,2019-07-05 12:05:51.068568,120,1800,1200
65,2019-07-05 12:05:51.247091,120,1800,1200
66,2019-07-05 12:05:51.421624,120,1800,1200
67,2019-07-05 12:05:51.605133,120,1800,1200
68,2019-07-05 12:05:51.790638,120,1800,1200
69,2019-07-05 12:05:51.970158,120,1800,1200
70,2019-07-05 12:05:52.156067,120,1800,1200
71,2019-07-05 12:05:52.335780,7,1800,1200
72,2019-07-05 12:05:52.511310,604,1800,1200
73,2019-07-05 12:05:52.686842,551,1800,1200
74,2019-07-05 12:05:52.872346,438,1800,1200
75,2019-07-05 12:05:53.054858,374,1800,1200
76,2019-07-05 12:05:53.260308,300,1800,1200
77,2019-07-05 12:05:53.437834,300,1800,1200
78,2019-07-05 12:05:53.615359,206,1800,1200
79,2019-07-05 12:05:53.791887,206,1800,1200
80,2019-07-05 12:05:53.972404,206,1800,1200
81,2019-07-05 12:05:54.162895,206,1800,1200
82,2019-07-05 12:05:54.339422,206,1800,1200
83,2019-07-05 12:05:54.515591,206,1800,1200
84,2019-07-05 12:05:54.692120,206,1800,1200
85,2019-07-05 12:05:54.878619,206,1800,1200
86,2019-07-05 12:05:55.056146,206,1800,1200
87,2019-07-05 12:05:55.232674,206,1800,1200
88,2019-07-05 12:05:55.405212,206,1800,1200
89,2019-07-05 12:05:55.586728,206,1800,1200
90,2019-07-05 12:05:55.762955,206,1800,1200
91,2019-07-05 12:05:55.943472,206,1800,1200
92,2019-07-05 12:05:56.120000,206,1800,1200
93,2019-07-05 12:05:56.299520,206,1800,1200
94,2019-07-05 12:05:56.483030,206,1800,1200
95,2019-07-05 12:05:56.660556,206,1800,1200
96,2019-07-05 12:05:56.853041,206,1800,1200
97,2019-07-05 12:05:57.056497,206,1800,1200
98,2019-07-05 12:05:57.251973,206,1800,1200
99,2019-07-05 12:05:57.432490,206,1800,1200
100,2019-07-05 12:05:57.610017,206,1800,1200
101,2019-07-05 12:05:57.796518,206,1800,1200
102,2019-07-05 12:05:57.982020,206,1800,1200
103,2019-07-05 12:05:58.164046,206,1800,1200
104,2019-07-05 12:05:58.344562,206,1800,1200
105,2019-07-05 12:05:58.526088,206,1800,1200
106,2019-07-05 12:05:58.723551,206,1800,1200
107,2019-07-05 12:05:58.911981,206,1800,1200
108,2019-07-05 12:05:59.100476,206,1800,1200
109,2019-07-05 12:05:59.296950,206,1800,1200
110,2019-07-05 12:05:59.479462,206,1800,1200
111,2019-07-05 12:05:59.670949,206,1800,1200
112,2019-07-05 12:05:59.849472,206,1800,1200
113,2019-07-05 12:06:00.024518,206,1800,1200
114,2019-07-05 12:06:00.229503,206,1800,1200
115,2019-07-05 12:06:00.409023,206,1800,1200
116,2019-07-05 12:06:00.593121,206,1800,1200
117,2019-07-05 12:06:00.809622,206,1800,1200
118,2019-07-05 12:06:00.992134,206,1800,1200
119,2019-07-05 12:06:01.171654,206,1800,1200
120,2019-07-05 12:06:01.371971,206,1800,1200
121,2019-07-05 12:06:01.560467,206,1800,1200
122,2019-07-05 12:06:01.744565,206,1800,1200
123,2019-07-05 12:06:01.927338,206,1800,1200
124,2019-07-05 12:06:02.121422,206,1800,1200
125,2019-07-05 12:06:02.321965,206,1800,1200
126,2019-07-05 12:06:02.506392,206,1800,1200
127,2019-07-05 12:06:02.700423,206,1800,1200
