Index,Time,Speed [rpm],Setpoint [rpm],Dutty cycle [ms]
0,2019-07-05 12:18:09.217333,0,1800,1000
1,2019-07-05 12:18:09.773844,0,1800,1000
2,2019-07-05 12:18:09.955359,0,1800,1000
3,2019-07-05 12:18:10.132885,0,1800,1000
4,2019-07-05 12:18:10.313401,0,1800,1000
5,2019-07-05 12:18:10.493478,0,1800,1000
6,2019-07-05 12:18:10.675990,0,1800,1000
7,2019-07-05 12:18:10.868474,0,1800,1000
8,2019-07-05 12:18:11.050987,0,1800,1000
9,2019-07-05 12:18:11.232502,0,1800,1000
10,2019-07-05 12:18:11.418006,0,1800,1000
11,2019-07-05 12:18:11.598124,0,1800,1000
12,2019-07-05 12:18:11.781634,0,1800,1000
13,2019-07-05 12:18:11.966138,0,1800,1000
14,2019-07-05 12:18:12.145659,0,1800,1000
15,2019-07-05 12:18:12.326263,0,1800,1000
16,2019-07-05 12:18:12.511393,0,1800,1000
17,2019-07-05 12:18:12.695483,0,1800,1000
18,2019-07-05 12:18:12.883977,0,1800,1000
19,2019-07-05 12:18:13.070479,0,1800,1000
20,2019-07-05 12:18:13.255983,0,1800,1000
21,2019-07-05 12:18:13.444001,0,1800,1000
22,2019-07-05 12:18:13.633494,0,1800,1000
23,2019-07-05 12:18:13.822067,0,1800,1026
24,2019-07-05 12:18:14.003506,0,1800,1044
25,2019-07-05 12:18:14.183589,0,1800,1080
26,2019-07-05 12:18:14.370090,646,1800,1102
27,2019-07-05 12:18:14.573546,1063,1800,1024
28,2019-07-05 12:18:14.763040,922,1800,1054
29,2019-07-05 12:18:14.953529,956,1800,1069
30,2019-07-05 12:18:15.145446,1044,1800,1077
31,2019-07-05 12:18:15.329953,1107,1800,1084
32,2019-07-05 12:18:15.518449,1189,1800,1086
33,2019-07-05 12:18:15.709937,1265,1800,1090
34,2019-07-05 12:18:15.902422,1330,1800,1093
35,2019-07-05 12:18:16.087925,1387,1800,1096
36,2019-07-05 12:18:16.281279,1447,1800,1098
37,2019-07-05 12:18:16.463324,1485,1800,1099
38,2019-07-05 12:18:16.651821,1526,1800,1100
39,2019-07-05 12:18:16.839318,1556,1800,1102
40,2019-07-05 12:18:17.036766,1587,1800,1104
41,2019-07-05 12:18:17.231247,1604,1800,1106
42,2019-07-05 12:18:17.413759,1623,1800,1106
43,2019-07-05 12:18:17.599262,1641,1800,1107
44,2019-07-05 12:18:17.783769,1664,1800,1109
45,2019-07-05 12:18:17.967278,1683,1800,1109
46,2019-07-05 12:18:18.152782,1706,1800,1108
47,2019-07-05 12:18:18.333300,1709,1800,1110
48,2019-07-05 12:18:18.515811,1726,1800,1110
