Index,Time,Speed [rpm],Setpoint [rpm],Dutty cycle [ms]
0,2019-07-05 11:40:34.368773,0,1800,1000
1,2019-07-05 11:40:34.773747,0,1800,1000
2,2019-07-05 11:40:34.926472,0,1800,1000
3,2019-07-05 11:40:35.079060,0,1800,1000
4,2019-07-05 11:40:35.230608,0,1800,1000
5,2019-07-05 11:40:35.383236,0,1800,1000
6,2019-07-05 11:40:35.543815,0,1800,1000
7,2019-07-05 11:40:35.695286,0,1800,1000
8,2019-07-05 11:40:35.849001,0,1800,1000
9,2019-07-05 11:40:36.003498,0,1800,1000
10,2019-07-05 11:40:36.158987,0,1800,1000
11,2019-07-05 11:40:36.316474,0,1800,1000
12,2019-07-05 11:40:36.469264,0,1800,1000
13,2019-07-05 11:40:36.623235,0,1800,1000
14,2019-07-05 11:40:36.794775,0,1800,1000
15,2019-07-05 11:40:36.951365,0,1800,1000
16,2019-07-05 11:40:37.105025,0,1800,1000
17,2019-07-05 11:40:37.257630,0,1800,1000
18,2019-07-05 11:40:37.411162,0,1800,1000
19,2019-07-05 11:40:37.566842,0,1800,1000
20,2019-07-05 11:40:37.721423,0,1800,1000
21,2019-07-05 11:40:37.876311,0,1800,1000
22,2019-07-05 11:40:38.036855,0,1800,1000
23,2019-07-05 11:40:38.192381,0,1800,1000
24,2019-07-05 11:40:38.345918,0,1800,1000
25,2019-07-05 11:40:38.509828,0,1800,1000
26,2019-07-05 11:40:38.670419,0,1800,1000
27,2019-07-05 11:40:38.825002,0,1800,1000
28,2019-07-05 11:40:38.995426,0,1800,1026
29,2019-07-05 11:40:39.167075,0,1800,1044
30,2019-07-05 11:40:39.339511,26086,1800,1080
31,2019-07-05 11:40:39.501202,470,1800,1000
32,2019-07-05 11:40:39.655667,481,1800,1000
33,2019-07-05 11:40:39.817538,420,1800,1000
34,2019-07-05 11:40:39.973111,353,1800,1000
35,2019-07-05 11:40:40.134843,274,1800,1000
36,2019-07-05 11:40:40.292636,274,1800,1000
37,2019-07-05 11:40:40.447385,274,1800,1000
38,2019-07-05 11:40:40.605883,165,1800,1000
39,2019-07-05 11:40:40.760606,165,1800,1010
40,2019-07-05 11:40:40.921165,165,1800,1043
41,2019-07-05 11:40:41.080617,165,1800,1076
42,2019-07-05 11:40:41.232326,165,1800,1092
43,2019-07-05 11:40:41.389791,848,1800,1000
44,2019-07-05 11:40:41.546419,781,1800,1000
45,2019-07-05 11:40:41.712081,683,1800,1000
46,2019-07-05 11:40:41.865684,632,1800,1000
47,2019-07-05 11:40:42.025291,526,1800,1000
48,2019-07-05 11:40:42.176050,468,1800,1000
49,2019-07-05 11:40:42.334221,407,1800,1000
50,2019-07-05 11:40:42.487936,338,1800,1000
51,2019-07-05 11:40:42.639152,338,1800,1000
52,2019-07-05 11:40:42.792738,256,1800,1027
53,2019-07-05 11:40:42.945803,256,1800,1042
54,2019-07-05 11:40:43.100269,256,1800,1073
55,2019-07-05 11:40:43.262903,437,1800,1000
