Index,Time,Speed [rpm],Setpoint [rpm],Dutty cycle [ms]
0,2019-07-05 12:03:38.632223,120,1800,1000
1,2019-07-05 12:03:39.219653,120,1800,1000
2,2019-07-05 12:03:39.400172,120,1800,1000
3,2019-07-05 12:03:39.570717,120,1800,1000
4,2019-07-05 12:03:39.745762,120,1800,1000
5,2019-07-05 12:03:39.931266,120,1800,1000
6,2019-07-05 12:03:40.112782,120,1800,1000
7,2019-07-05 12:03:40.298286,120,1800,1000
8,2019-07-05 12:03:40.477806,120,1800,1000
9,2019-07-05 12:03:40.657328,120,1800,1000
10,2019-07-05 12:03:40.844827,120,1800,1000
11,2019-07-05 12:03:41.031330,120,1800,1000
12,2019-07-05 12:03:41.216834,120,1800,1000
13,2019-07-05 12:03:41.400345,120,1800,1000
14,2019-07-05 12:03:41.580863,120,1800,1000
15,2019-07-05 12:03:41.771354,120,1800,1000
16,2019-07-05 12:03:41.955861,120,1800,1000
17,2019-07-05 12:03:42.140368,120,1800,1000
18,2019-07-05 12:03:42.327868,120,1800,1000
19,2019-07-05 12:03:42.513372,120,1800,1000
20,2019-07-05 12:03:42.698489,120,1800,1000
21,2019-07-05 12:03:42.887579,120,1800,1000
22,2019-07-05 12:03:43.066503,120,1800,1000
23,2019-07-05 12:03:43.252641,120,1800,1000
24,2019-07-05 12:03:43.431970,120,1800,1000
25,2019-07-05 12:03:43.620616,120,1800,1007
26,2019-07-05 12:03:43.802068,120,1800,1041
27,2019-07-05 12:03:43.986356,120,1800,1075
28,2019-07-05 12:03:44.175448,120,1800,1108
29,2019-07-05 12:03:44.362948,120,1800,1142
30,2019-07-05 12:03:44.552442,120,1800,1175
31,2019-07-05 12:03:44.738944,120,1800,1200
32,2019-07-05 12:03:44.920459,120,1800,1200
33,2019-07-05 12:03:45.101976,120,1800,1200
34,2019-07-05 12:03:45.295458,120,1800,1200
35,2019-07-05 12:03:45.485949,120,1800,1200
36,2019-07-05 12:03:45.665471,120,1800,1200
37,2019-07-05 12:03:45.852970,120,1800,1200
38,2019-07-05 12:03:46.034485,120,1800,1200
39,2019-07-05 12:03:46.234467,120,1800,1200
40,2019-07-05 12:03:46.453917,120,1800,1200
41,2019-07-05 12:03:46.649395,120,1800,1200
42,2019-07-05 12:03:46.846869,120,1800,1200
43,2019-07-05 12:03:47.048331,120,1800,1200
44,2019-07-05 12:03:47.237825,120,1800,1200
45,2019-07-05 12:03:47.436294,120,1800,1200
46,2019-07-05 12:03:47.629778,120,1800,1200
47,2019-07-05 12:03:47.818275,120,1800,1200
48,2019-07-05 12:03:48.017255,120,1800,1200
49,2019-07-05 12:03:48.204764,120,1800,1200
50,2019-07-05 12:03:48.411204,120,1800,1200
51,2019-07-05 12:03:48.597706,120,1800,1200
52,2019-07-05 12:03:48.787200,120,1800,1200
53,2019-07-05 12:03:48.983675,120,1800,1200
54,2019-07-05 12:03:49.170177,120,1800,1200
55,2019-07-05 12:03:49.356681,120,1800,1200
56,2019-07-05 12:03:49.564127,120,1800,1200
57,2019-07-05 12:03:49.757610,120,1800,1200
58,2019-07-05 12:03:49.955570,120,1800,1200
59,2019-07-05 12:03:50.191560,120,1800,1200
60,2019-07-05 12:03:50.418361,120,1800,1200
61,2019-07-05 12:03:50.623812,120,1800,1200
62,2019-07-05 12:03:50.863779,120,1800,1200
63,2019-07-05 12:03:51.071226,120,1800,1200
64,2019-07-05 12:03:51.311101,120,1800,1200
65,2019-07-05 12:03:51.569411,120,1800,1200
66,2019-07-05 12:03:51.832708,120,1800,1200
67,2019-07-05 12:03:52.021767,120,1800,1200
68,2019-07-05 12:03:52.215251,120,1800,1200
69,2019-07-05 12:03:52.406740,120,1800,1200
70,2019-07-05 12:03:52.598229,120,1800,1200
71,2019-07-05 12:03:52.782968,120,1800,1200
72,2019-07-05 12:03:52.983432,120,1800,1200
73,2019-07-05 12:03:53.170933,120,1800,1200
74,2019-07-05 12:03:53.359429,120,1800,1200
75,2019-07-05 12:03:53.546928,120,1800,1200
76,2019-07-05 12:03:53.735425,120,1800,1200
77,2019-07-05 12:03:53.917937,120,1800,1200
78,2019-07-05 12:03:54.101447,120,1800,1200
79,2019-07-05 12:03:54.287577,120,1800,1200
