Index,Time,Speed [rpm],Setpoint [rpm],Dutty cycle [ms]
0,2019-07-05 12:23:35.371369,0,1800,1000
1,2019-07-05 12:23:35.941841,0,1800,1000
2,2019-07-05 12:23:36.125351,0,1800,1000
3,2019-07-05 12:23:36.306865,0,1800,1000
4,2019-07-05 12:23:36.489938,0,1800,1000
5,2019-07-05 12:23:36.664682,0,1800,1000
6,2019-07-05 12:23:36.850775,0,1800,1000
7,2019-07-05 12:23:37.047456,0,1800,1000
8,2019-07-05 12:23:37.241202,0,1800,1000
9,2019-07-05 12:23:37.423716,0,1800,1000
10,2019-07-05 12:23:37.607224,0,1800,1000
11,2019-07-05 12:23:37.794723,0,1800,1000
12,2019-07-05 12:23:37.977234,0,1800,1000
13,2019-07-05 12:23:38.157751,0,1800,1000
14,2019-07-05 12:23:38.339266,0,1800,1000
15,2019-07-05 12:23:38.525774,0,1800,1000
16,2019-07-05 12:23:38.712275,0,1800,1000
17,2019-07-05 12:23:38.893791,0,1800,1000
18,2019-07-05 12:23:39.077299,0,1800,1000
19,2019-07-05 12:23:39.263356,0,1800,1000
20,2019-07-05 12:23:39.455385,0,1800,1000
21,2019-07-05 12:23:39.640890,0,1800,1000
22,2019-07-05 12:23:39.832376,0,1800,1000
23,2019-07-05 12:23:40.024862,0,1800,1026
24,2019-07-05 12:23:40.206377,0,1800,1062
25,2019-07-05 12:23:40.392879,120,1800,1084
26,2019-07-05 12:23:40.582371,879,1800,1030
27,2019-07-05 12:23:40.772861,846,1800,1037
28,2019-07-05 12:23:40.965347,890,1800,1066
29,2019-07-05 12:23:41.150851,981,1800,1068
30,2019-07-05 12:23:41.341342,1036,1800,1078
31,2019-07-05 12:23:41.534824,1113,1800,1086
32,2019-07-05 12:23:41.721325,1198,1800,1089
33,2019-07-05 12:23:41.906386,1282,1800,1092
34,2019-07-05 12:23:42.096877,1343,1800,1094
35,2019-07-05 12:23:42.288366,1403,1800,1098
36,2019-07-05 12:23:42.476861,1452,1800,1098
37,2019-07-05 12:23:42.662365,1492,1800,1099
38,2019-07-05 12:23:42.854849,1524,1800,1101
39,2019-07-05 12:23:43.045340,1568,1800,1103
